offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,triadCoef,coefList,filename
0.0 to 0.625,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
1.0 to 1.625,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
2.0 to 2.625,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]",e-Major,0.6793662204867574,"[6.285400167808074e-18, -0.22645540682891915, -0.22645540682891913, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, -0.22645540682891915, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 0.0, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915]",op1no1minuet.csv
3.0 to 3.625,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 0]",e-Major,0.5555555555555556,"[-0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, 0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.33333333333333326, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326]",op1no1minuet.csv
4.0 to 4.625,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2, 0]",e-Major,0.7453559924999298,"[-0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.7453559924999298, -0.44721359549995787, 0.14907119849998596, 0.14907119849998596, -0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.44721359549995787, 0.14907119849998596, -0.44721359549995787, 0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.14907119849998596]",op1no1minuet.csv
5.0 to 5.625,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0]",e-Major,0.7453559924999298,"[-0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.7453559924999298, -0.44721359549995787, -0.14907119849998596, 0.14907119849998596, 0.14907119849998596, -0.14907119849998596, -0.44721359549995787, 0.7453559924999298, -0.14907119849998596, -0.44721359549995787, 0.44721359549995787, -0.14907119849998596, 0.14907119849998596, -0.44721359549995787, 0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, -0.44721359549995787, 0.7453559924999298, -0.14907119849998596]",op1no1minuet.csv
6.0 to 6.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
7.0 to 7.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
8.0 to 8.625,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0]",f#Major,0.6172133998483675,"[-0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675, 0.0, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, 0.0, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, 0.6172133998483675, -0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
9.0 to 9.625,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0]",e-Major,0.9258200997725514,"[-2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, 0.0, -2.5696669785706156e-17, -0.30860669992418377, 0.30860669992418377, 0.0, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17]",op1no1minuet.csv
10.0 to 10.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0]",e-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433]",op1no1minuet.csv
11.0 to 11.66666667,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3, 0]",e-Major,0.9045340337332908,"[0.10050378152592121, -0.3015113445777636, -0.3015113445777636, 0.9045340337332909, -0.3015113445777636, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, -0.3015113445777636, 0.3015113445777636, -0.3015113445777636, -0.3015113445777636, 0.502518907629606, 0.10050378152592121, -0.3015113445777636, -0.3015113445777636, 0.7035264706814485, -0.10050378152592121]",op1no1minuet.csv
12.0 to 12.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
13.0 to 13.625,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297]",op1no1minuet.csv
14.0 to 14.66666667,"[2, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0]",e-Major,0.6793662204867574,"[0.22645540682891915, -0.4529108136578383, -0.22645540682891918, 0.6793662204867574, -0.4529108136578383, 0.22645540682891913, -1.2570800335616148e-17, -0.22645540682891915, 0.4529108136578383, -0.22645540682891918, -1.2570800335616148e-17, -1.885620050342422e-17, 0.22645540682891913, -5.028320134246459e-17, -0.4529108136578383, 0.6793662204867574, -0.4529108136578383, -0.22645540682891918, 0.4529108136578383, -0.22645540682891918, -2.5141600671232295e-17, -0.22645540682891918, 0.22645540682891913, -2.5141600671232295e-17]",op1no1minuet.csv
15.0 to 15.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
17.0 to 17.66666667,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",b-Minor,1.0,"[0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326]",op1no1minuet.csv
18.0 to 18.625,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297]",op1no1minuet.csv
19.0 to 19.625,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297]",op1no1minuet.csv
20.0 to 20.875,"[1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0]",fMajor,0.5261522196019803,"[-0.07516460280028286, 0.22549380840084873, -0.07516460280028286, -0.07516460280028286, -0.3758230140014145, 0.5261522196019803, -0.3758230140014145, -0.07516460280028286, 0.22549380840084865, -0.3758230140014144, 0.5261522196019802, -0.07516460280028286, -0.07516460280028286, 0.2254938084008487, -0.07516460280028286, 0.22549380840084865, -0.3758230140014144, 0.5261522196019802, -0.07516460280028286, -0.3758230140014144, 0.5261522196019803, -0.3758230140014145, -0.07516460280028286, -0.07516460280028285]",op1no1minuet.csv
21.0 to 21.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297]",op1no1minuet.csv
22.0 to 22.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c#Minor,0.5222329678670936,"[-0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782]",op1no1minuet.csv
23.0 to 23.66666667,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",b-Minor,1.0,"[0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326]",op1no1minuet.csv
24.0 to 24.625,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0]",b-Major,0.6793662204867575,"[-0.22645540682891918, 0.45291081365783836, 2.5141600671232298e-17, -0.22645540682891918, -0.2264554068289192, 0.45291081365783836, -0.22645540682891918, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, -0.2264554068289192, 6.2854001678080746e-18, -0.22645540682891918]",op1no1minuet.csv
25.0 to 25.625,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0]",b-Major,0.6793662204867575,"[-0.22645540682891918, 0.45291081365783836, 2.5141600671232298e-17, -0.22645540682891918, -0.2264554068289192, 0.45291081365783836, -0.22645540682891918, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, -0.2264554068289192, 6.2854001678080746e-18, -0.22645540682891918]",op1no1minuet.csv
26.0 to 26.875,"[1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0]",fMajor,0.5555555555555556,"[-0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.1111111111111111, -0.1111111111111111, 0.33333333333333326, -0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, -0.1111111111111111]",op1no1minuet.csv
27.0 to 27.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297]",op1no1minuet.csv
30.0 to 30.625,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
31.0 to 31.625,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
32.0 to 32.625,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0]",e-Major,0.6793662204867574,"[6.285400167808074e-18, -0.22645540682891915, -0.22645540682891913, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, -0.22645540682891915, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 0.0, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915]",op1no1minuet.csv
33.0 to 33.625,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 0]",e-Major,0.5555555555555556,"[-0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, 0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.33333333333333326, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.5555555555555556, -0.33333333333333326]",op1no1minuet.csv
34.0 to 34.625,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2, 0]",e-Major,0.7453559924999298,"[-0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.7453559924999298, -0.44721359549995787, 0.14907119849998596, 0.14907119849998596, -0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.44721359549995787, 0.14907119849998596, -0.44721359549995787, 0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.44721359549995787, -0.14907119849998596]",op1no1minuet.csv
35.0 to 35.625,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0]",e-Major,0.7453559924999298,"[-0.14907119849998596, -0.14907119849998596, -0.14907119849998596, 0.7453559924999298, -0.44721359549995787, -0.14907119849998596, 0.14907119849998596, 0.14907119849998596, -0.14907119849998596, -0.44721359549995787, 0.7453559924999298, -0.14907119849998596, -0.44721359549995787, 0.44721359549995787, -0.14907119849998596, 0.14907119849998596, -0.44721359549995787, 0.14907119849998596, 0.44721359549995787, -0.14907119849998596, -0.14907119849998596, -0.44721359549995787, 0.7453559924999298, -0.14907119849998596]",op1no1minuet.csv
36.0 to 36.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
37.0 to 37.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
38.0 to 38.625,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0]",f#Major,0.6172133998483675,"[-0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675, 0.0, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, 0.0, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, 0.6172133998483675, -0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
39.0 to 39.625,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0]",e-Major,0.9258200997725514,"[-2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, 0.0, -2.5696669785706156e-17, -0.30860669992418377, 0.30860669992418377, 0.0, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17]",op1no1minuet.csv
40.0 to 40.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0]",e-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433]",op1no1minuet.csv
41.0 to 41.66666667,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3, 0]",e-Major,0.9045340337332908,"[0.10050378152592121, -0.3015113445777636, -0.3015113445777636, 0.9045340337332909, -0.3015113445777636, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, -0.3015113445777636, 0.3015113445777636, -0.3015113445777636, -0.3015113445777636, 0.502518907629606, 0.10050378152592121, -0.3015113445777636, -0.3015113445777636, 0.7035264706814485, -0.10050378152592121]",op1no1minuet.csv
42.0 to 42.625,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725512,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
43.0 to 43.625,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297]",op1no1minuet.csv
44.0 to 44.66666667,"[2, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0]",e-Major,0.6793662204867574,"[0.22645540682891915, -0.4529108136578383, -0.22645540682891918, 0.6793662204867574, -0.4529108136578383, 0.22645540682891913, -1.2570800335616148e-17, -0.22645540682891915, 0.4529108136578383, -0.22645540682891918, -1.2570800335616148e-17, -1.885620050342422e-17, 0.22645540682891913, -5.028320134246459e-17, -0.4529108136578383, 0.6793662204867574, -0.4529108136578383, -0.22645540682891918, 0.4529108136578383, -0.22645540682891918, -2.5141600671232295e-17, -0.22645540682891918, 0.22645540682891913, -2.5141600671232295e-17]",op1no1minuet.csv
45.0 to 45.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]",b-Major,0.6793662204867574,"[-0.22645540682891915, -0.22645540682891915, 1.2570800335616148e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 1.2570800335616148e-17, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.45291081365783836, 1.2570800335616148e-17, -0.22645540682891913, -0.22645540682891915, 6.285400167808074e-18, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891913]",op1no1minuet.csv
